anio,X,Y,generico_denuncia,especifico_denuncia,modalidad_denuncia,geometry,distrito
2022,-77.02711391,-12.037557,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-77.02711391 -12.037557),RIMAC
2022,-76.96545739,-12.17684272,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-76.96545739 -12.17684272),SAN JUAN DE MIRAFLORES
2022,-77.08679027,-12.02746655,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.08679027 -12.02746655),SAN MARTIN DE PORRES
2022,-77.060006,-11.993418,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO AGRAVADO,POINT (-77.060006 -11.993418),INDEPENDENCIA
2022,-77.043359,-12.0351791,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-77.043359 -12.0351791),RIMAC
2022,-76.91887392,-12.16831319,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO DE VEHICULO,POINT (-76.91887392 -12.16831319),VILLA MARIA DEL TRIUNFO
2022,-76.93107215,-12.17658325,DELITOS CONTRA EL PATRIMONIO,ROBO,ASALTO Y ROBO DE VEHICULOS,POINT (-76.93107215 -12.17658325),VILLA MARIA DEL TRIUNFO
2022,-77.00559165,-12.03288984,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.00559165 -12.03288984),EL AGUSTINO
2022,-77.05775821,-11.97240753,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO AGRAVADO,POINT (-77.05775821 -11.97240753),COMAS
2022,-76.85003133,-12.30275675,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO DE VEHICULO,POINT (-76.85003133 -12.30275675),LURIN
2022,-77.05333705,-12.0208398,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-77.05333705 -12.0208398),SAN MARTIN DE PORRES
2022,-77.06537438,-12.02527482,DELITOS CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,ESTAFA,POINT (-77.06537438 -12.02527482),SAN MARTIN DE PORRES
2022,-77.07756316,-12.03733133,,,,POINT (-77.07756316 -12.03733133),LIMA
2022,-76.9384813,-12.18012056,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-76.9384813 -12.18012056),VILLA MARIA DEL TRIUNFO
2022,-76.87393457,-12.2654027,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO AGRAVADO A MANO ARMADA,POINT (-76.87393457 -12.2654027),LURIN
2022,-77.02961122,-12.04131579,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-77.02961122 -12.04131579),RIMAC
2022,-76.75536877,-11.97161331,,,,POINT (-76.75536877 -11.97161331),CHACLACAYO
2022,-77.01757245,-11.91345677,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-77.01757245 -11.91345677),COMAS
2022,-77.08471122,-12.03082885,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-77.08471122 -12.03082885),SAN MARTIN DE PORRES
2022,-76.99913885,-12.1375837,DELITOS CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,ESTAFA,POINT (-76.99913885 -12.1375837),SANTIAGO DE SURCO
2022,-76.87393457,-12.2654027,,,,POINT (-76.87393457 -12.2654027),LURIN
2022,-76.93242714,-12.17048086,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-76.93242714 -12.17048086),VILLA MARIA DEL TRIUNFO
2022,-77.028358,-12.0359473,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-77.028358 -12.0359473),RIMAC
2022,-77.06579908,-12.08202659,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.06579908 -12.08202659),PUEBLO LIBRE
2022,-76.9529935,-12.2054578,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO AGRAVADO A MANO ARMADA,POINT (-76.9529935 -12.2054578),VILLA EL SALVADOR
2022,-77.000828,-12.1062988,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.000828 -12.1062988),SAN BORJA
2022,-76.98151098,-12.04665524,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-76.98151098 -12.04665524),SANTA ANITA
2022,-77.0258841,-12.04828641,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.0258841 -12.04828641),LIMA
2022,-77.009587,-11.9970785,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.009587 -11.9970785),SAN JUAN DE LURIGANCHO
2022,-77.0099685,-12.1443862,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.0099685 -12.1443862),SANTIAGO DE SURCO
2022,-77.0383711,-12.0364473,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-77.0383711 -12.0364473),RIMAC
2022,-76.93930094,-12.17722371,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-76.93930094 -12.17722371),VILLA MARIA DEL TRIUNFO
2022,-76.99098264,-11.93899836,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO DE VEHICULO,POINT (-76.99098264 -11.93899836),SAN JUAN DE LURIGANCHO
2022,-77.006656,-12.0578353,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO AGRAVADO,POINT (-77.006656 -12.0578353),EL AGUSTINO
2022,-77.03324597,-12.08565662,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.03324597 -12.08565662),LINCE
2022,-77.05414394,-11.92276473,DELITOS CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,ESTAFA,POINT (-77.05414394 -11.92276473),COMAS
2022,-77.03635216,-12.08656072,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.03635216 -12.08656072),LINCE
2022,-76.94251,-12.1805243,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-76.94251 -12.1805243),VILLA MARIA DEL TRIUNFO
2022,-77.0271207,-12.0904368,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.0271207 -12.0904368),LINCE
2022,-77.02651685,-12.19608907,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-77.02651685 -12.19608907),CHORRILLOS
2022,-77.0809145,-12.0559661,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-77.0809145 -12.0559661),LIMA
2022,-77.060414,-11.993943,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO AGRAVADO,POINT (-77.060414 -11.993943),INDEPENDENCIA
2022,-77.0381213,-12.11542128,,,,POINT (-77.0381213 -12.11542128),MIRAFLORES
2022,-76.93007932,-12.02650552,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-76.93007932 -12.02650552),ATE
2022,-76.91963516,-12.16764532,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-76.91963516 -12.16764532),VILLA MARIA DEL TRIUNFO
2022,-77.01192976,-11.97985789,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.01192976 -11.97985789),SAN JUAN DE LURIGANCHO
2022,-77.03541049,-12.06952156,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-77.03541049 -12.06952156),LIMA
2022,-77.06431187,-11.98498886,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.06431187 -11.98498886),INDEPENDENCIA
2022,-77.04598394,-11.9244727,,,,POINT (-77.04598394 -11.9244727),COMAS
2022,-77.07492587,-12.05647372,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.07492587 -12.05647372),LIMA
2022,-76.91698674,-12.17024053,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-76.91698674 -12.17024053),VILLA MARIA DEL TRIUNFO
2022,-77.03580086,-12.03739019,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-77.03580086 -12.03739019),RIMAC
2022,-76.98565523,-12.15553859,,,,POINT (-76.98565523 -12.15553859),SANTIAGO DE SURCO
2022,-77.05779912,-11.97989274,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO DE VEHICULO,POINT (-77.05779912 -11.97989274),INDEPENDENCIA
2022,-76.94096166,-12.18384837,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-76.94096166 -12.18384837),VILLA MARIA DEL TRIUNFO
2022,-77.037154,-12.0350709,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-77.037154 -12.0350709),RIMAC
2022,-77.04132445,-12.04382998,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-77.04132445 -12.04382998),LIMA
2022,-76.92861006,-12.16237804,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-76.92861006 -12.16237804),VILLA MARIA DEL TRIUNFO
2022,-76.99148161,-11.97454776,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-76.99148161 -11.97454776),SAN JUAN DE LURIGANCHO
2022,-77.03925296,-12.04837598,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO AGRAVADO,POINT (-77.03925296 -12.04837598),LIMA
2022,-77.0074322,-12.1843143,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-77.0074322 -12.1843143),CHORRILLOS
2022,-77.03032449,-12.11178935,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.03032449 -12.11178935),MIRAFLORES
2022,-77.04838912,-12.05755548,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.04838912 -12.05755548),BREÑA
2022,-77.03629894,-12.05893429,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO AGRAVADO,POINT (-77.03629894 -12.05893429),LIMA
2022,-77.10913808,-11.84886149,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.10913808 -11.84886149),PUENTE PIEDRA
2022,-77.0000219,-12.06326925,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.0000219 -12.06326925),SAN LUIS
2022,-77.030047,-12.0572401,,,,POINT (-77.030047 -12.0572401),LIMA
2022,-76.94885408,-12.00581402,,,,POINT (-76.94885408 -12.00581402),LURIGANCHO
2022,-77.03987315,-12.04986623,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO AGRAVADO,POINT (-77.03987315 -12.04986623),LIMA
2022,-76.97753911,-12.17798983,,,,POINT (-76.97753911 -12.17798983),SAN JUAN DE MIRAFLORES
2022,-77.093117,-11.846506,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.093117 -11.846506),PUENTE PIEDRA
2022,-77.084437,-11.9960619,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-77.084437 -11.9960619),LOS OLIVOS
2022,-77.03230057,-11.91426858,DELITOS CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,ESTAFA,POINT (-77.03230057 -11.91426858),COMAS
2022,-77.03987315,-12.04986623,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO AGRAVADO,POINT (-77.03987315 -12.04986623),LIMA
2022,-77.03745917,-12.05259434,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO AGRAVADO A MANO ARMADA,POINT (-77.03745917 -12.05259434),LIMA
2022,-77.0001035,-12.06330346,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.0001035 -12.06330346),SAN LUIS
2022,-77.0006529,-12.0479963,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO DE VEHICULO,POINT (-77.0006529 -12.0479963),EL AGUSTINO
2022,-77.03882944,-12.05977468,,,,POINT (-77.03882944 -12.05977468),LIMA
2022,-77.08930698,-11.85383145,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.08930698 -11.85383145),PUENTE PIEDRA
2022,-76.985078,-11.9476267,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO AGRAVADO,POINT (-76.985078 -11.9476267),SAN JUAN DE LURIGANCHO
2022,-77.06697685,-11.98052878,,,,POINT (-77.06697685 -11.98052878),LOS OLIVOS
2022,-77.01515718,-12.03059585,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-77.01515718 -12.03059585),SAN JUAN DE LURIGANCHO
2022,-77.03544289,-12.05845021,,,,POINT (-77.03544289 -12.05845021),LIMA
2022,-77.06447021,-11.83123639,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.06447021 -11.83123639),CARABAYLLO
2022,-77.08930698,-11.85383145,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.08930698 -11.85383145),PUENTE PIEDRA
2022,-76.86371353,-12.21001818,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO AGRAVADO A MANO ARMADA,POINT (-76.86371353 -12.21001818),PACHACAMAC
2022,-77.16051064,-11.80694307,,,,POINT (-77.16051064 -11.80694307),SANTA ROSA
2022,-77.03934508,-12.04857174,,,,POINT (-77.03934508 -12.04857174),LIMA
2022,-77.01804003,-12.02542962,,,,POINT (-77.01804003 -12.02542962),SAN JUAN DE LURIGANCHO
2022,-77.026767,-11.8905083,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO DE VEHICULO,POINT (-77.026767 -11.8905083),CARABAYLLO
2022,-77.02897377,-12.10127339,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-77.02897377 -12.10127339),SAN ISIDRO
2022,-77.1042292,-11.84050026,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.1042292 -11.84050026),PUENTE PIEDRA
2022,-77.00711021,-12.06208377,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.00711021 -12.06208377),LA VICTORIA
2022,-77.07377457,-12.05343753,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.07377457 -12.05343753),LIMA
2022,-77.03482286,-12.05233087,,,,POINT (-77.03482286 -12.05233087),LIMA
2022,-77.01157064,-12.10957704,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.01157064 -12.10957704),SURQUILLO
2022,-77.0835709,-11.8452909,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.0835709 -11.8452909),PUENTE PIEDRA
2022,-77.059927,-12.0885,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO AGRAVADO,POINT (-77.059927 -12.0885),JESUS MARIA
2022,-77.01203577,-12.07371373,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.01203577 -12.07371373),LA VICTORIA
2022,-76.945663,-12.1712141,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-76.945663 -12.1712141),VILLA MARIA DEL TRIUNFO
2022,-76.92117617,-12.02529639,,,,POINT (-76.92117617 -12.02529639),ATE
2022,-77.05956857,-11.93987732,,,,POINT (-77.05956857 -11.93987732),COMAS
2022,-77.00150771,-12.07405999,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.00150771 -12.07405999),SAN LUIS
2022,-77.03967022,-12.04518791,,,,POINT (-77.03967022 -12.04518791),LIMA
2022,-77.0835718,-11.84511553,DELITOS CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,ESTAFA,POINT (-77.0835718 -11.84511553),PUENTE PIEDRA
2022,-77.033711,-11.852056,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.033711 -11.852056),CARABAYLLO
2022,-77.09216261,-11.85297993,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.09216261 -11.85297993),PUENTE PIEDRA
2022,-77.06741658,-12.06009074,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.06741658 -12.06009074),LIMA
2022,-77.07599728,-11.86382103,,,,POINT (-77.07599728 -11.86382103),PUENTE PIEDRA
2022,-77.00286636,-12.10878125,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.00286636 -12.10878125),SAN BORJA
2022,-77.0326339,-12.0838466,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.0326339 -12.0838466),LINCE
2022,-77.03952073,-12.05004705,"DELITOS CONTRA LA VIDA, EL CUERPO Y LA SALUD ",HOMICIDIO,HOMICIDIO POR PAF,POINT (-77.03952073 -12.05004705),LIMA
2022,-76.74606976,-11.96396172,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-76.74606976 -11.96396172),LURIGANCHO
2022,-77.05796727,-11.87323984,,,,POINT (-77.05796727 -11.87323984),PUENTE PIEDRA
2022,-77.00990808,-12.06194153,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO DE VEHICULO,POINT (-77.00990808 -12.06194153),LA VICTORIA
2022,-77.11431263,-11.83758512,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.11431263 -11.83758512),PUENTE PIEDRA
2022,-77.03925296,-12.04837598,,,,POINT (-77.03925296 -12.04837598),LIMA
2022,-76.99343959,-12.10968696,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO AGRAVADO A MANO ARMADA,POINT (-76.99343959 -12.10968696),SAN BORJA
2022,-77.05465028,-11.97874696,,,,POINT (-77.05465028 -11.97874696),INDEPENDENCIA
2022,-77.00900152,-12.14246602,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.00900152 -12.14246602),SANTIAGO DE SURCO
2022,-77.03627193,-12.05075014,,,,POINT (-77.03627193 -12.05075014),LIMA
2022,-77.07096407,-11.93830219,,,,POINT (-77.07096407 -11.93830219),COMAS
2022,-76.95850389,-12.15505405,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO AGRAVADO,POINT (-76.95850389 -12.15505405),VILLA MARIA DEL TRIUNFO
2022,-77.0478219,-11.9152783,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO AGRAVADO A MANO ARMADA,POINT (-77.0478219 -11.9152783),COMAS
2022,-77.09919196,-11.84313385,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.09919196 -11.84313385),PUENTE PIEDRA
2022,-77.04045431,-12.04607288,,,,POINT (-77.04045431 -12.04607288),LIMA
2022,-77.02674542,-12.05465507,DELITOS CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,ESTAFA,POINT (-77.02674542 -12.05465507),LIMA
2022,-76.99873433,-11.96981924,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-76.99873433 -11.96981924),SAN JUAN DE LURIGANCHO
2022,-77.0455303,-11.81931703,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-77.0455303 -11.81931703),CARABAYLLO
2022,-77.03860215,-12.04169915,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.03860215 -12.04169915),LIMA
2022,-77.08618733,-11.856885,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.08618733 -11.856885),PUENTE PIEDRA
2022,-77.03817324,-12.11181668,,,,POINT (-77.03817324 -12.11181668),MIRAFLORES
2022,-77.04162719,-12.07458701,DELITOS CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,ESTAFA,POINT (-77.04162719 -12.07458701),JESUS MARIA
2022,-77.00809,-12.05292,,,,POINT (-77.00809 -12.05292),EL AGUSTINO
2022,-77.02821876,-12.06593975,,,,POINT (-77.02821876 -12.06593975),LA VICTORIA
2022,-77.10093203,-11.84865882,,,,POINT (-77.10093203 -11.84865882),PUENTE PIEDRA
2022,-77.05623081,-11.98855011,,,,POINT (-77.05623081 -11.98855011),INDEPENDENCIA
2022,-77.08930698,-11.85383144,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.08930698 -11.85383144),PUENTE PIEDRA
2022,-77.06447021,-11.83123639,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.06447021 -11.83123639),CARABAYLLO
2022,-77.07598538,-11.95432914,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-77.07598538 -11.95432914),LOS OLIVOS
2022,-77.05595732,-11.92655618,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO DE VEHICULO,POINT (-77.05595732 -11.92655618),COMAS
2022,-76.98025537,-12.04110379,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO DE VEHICULO,POINT (-76.98025537 -12.04110379),SANTA ANITA
2022,-76.99213632,-12.080225,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO,POINT (-76.99213632 -12.080225),SAN LUIS
2022,-77.0405318,-12.05160698,,,,POINT (-77.0405318 -12.05160698),LIMA
2022,-77.029262,-11.914269,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.029262 -11.914269),COMAS
2022,-77.0835718,-11.84511553,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.0835718 -11.84511553),PUENTE PIEDRA
2022,-77.07225918,-12.04932264,DELITOS CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,ESTAFA,POINT (-77.07225918 -12.04932264),LIMA
2022,-77.00975286,-12.08116613,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.00975286 -12.08116613),LA VICTORIA
2022,-77.01147691,-12.10956699,,,,POINT (-77.01147691 -12.10956699),SURQUILLO
2022,-76.96023775,-12.1569907,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO FRUSTRADO,POINT (-76.96023775 -12.1569907),SAN JUAN DE MIRAFLORES
2022,-77.13378366,-11.73132165,,,,POINT (-77.13378366 -11.73132165),ANCON
2022,-77.03657203,-12.08154012,,,,POINT (-77.03657203 -12.08154012),LINCE
2022,-77.11106458,-11.84150156,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.11106458 -11.84150156),PUENTE PIEDRA
2022,-77.00538066,-12.14451541,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.00538066 -12.14451541),SANTIAGO DE SURCO
2022,-76.74606976,-11.96396172,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-76.74606976 -11.96396172),LURIGANCHO
2022,-77.0459145,-11.934577,DELITOS CONTRA EL PATRIMONIO,ROBO,ROBO AGRAVADO A MANO ARMADA,POINT (-77.0459145 -11.934577),COMAS
2022,-77.01270268,-12.07235482,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.01270268 -12.07235482),LA VICTORIA
2022,-77.08941846,-11.85400962,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.08941846 -11.85400962),PUENTE PIEDRA
2022,-76.909699,-12.2297286,,,,POINT (-76.909699 -12.2297286),VILLA EL SALVADOR
2022,-77.00574232,-11.98773608,,,,POINT (-77.00574232 -11.98773608),SAN JUAN DE LURIGANCHO
2022,-77.08618733,-11.856885,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.08618733 -11.856885),PUENTE PIEDRA
2022,-77.032352,-11.851172,,,,POINT (-77.032352 -11.851172),CARABAYLLO
2022,-77.0747437,-11.92257081,,,,POINT (-77.0747437 -11.92257081),LOS OLIVOS
2022,-77.15654657,-11.74191954,,,,POINT (-77.15654657 -11.74191954),ANCON
2022,-76.99056379,-12.09294333,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-76.99056379 -12.09294333),SAN BORJA
2022,-77.00012191,-12.06224497,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-77.00012191 -12.06224497),SAN LUIS
2022,-77.11673781,-11.82757689,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.11673781 -11.82757689),PUENTE PIEDRA
2022,-77.0571906,-12.07239782,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.0571906 -12.07239782),PUEBLO LIBRE
2022,-77.132023,-11.810415,,,,POINT (-77.132023 -11.810415),ANCON
2022,-77.03240792,-12.07718649,DELITOS CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,ESTAFA,POINT (-77.03240792 -12.07718649),LIMA
2022,-76.92117617,-12.02529639,,,,POINT (-76.92117617 -12.02529639),ATE
2022,-77.08741603,-11.85690804,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO AGRAVADO,POINT (-77.08741603 -11.85690804),PUENTE PIEDRA
2022,-77.0751106,-11.8678864,,,,POINT (-77.0751106 -11.8678864),PUENTE PIEDRA
2022,-76.91794114,-12.07715932,DELITOS CONTRA EL PATRIMONIO,HURTO,HURTO,POINT (-76.91794114 -12.07715932),LA MOLINA
